customer_id,company_name,segment,industry,company_size,location,annual_revenue,order_frequency,avg_order_value,last_order_days,total_orders,contract_value,employee_count,relationship_years,satisfaction_score,nps_score,preferred_contact,payment_method,has_online_account,has_mobile_app,has_integration,is_active,customer_lifetime_value,avg_monthly_revenue,engagement_score,churn_risk
2333,Sistem Ltd. Şti.,Bronze,Hizmet,Küçük Ölçekli,Antalya,4957,36,137,7,36,238389,132,8,8.79,6,Mobil Uygulama,Kurumsal Kredi Kartı,False,True,False,True,31724.800000000003,413.0833333333333,0.54,Düşük
2334,Mega Holding,Bronze,Eğitim,Küçük Ölçekli,Bursa,7018,36,194,44,36,5234298,77,2,9.5,7,Web Site,Vadeli Ödeme,True,True,False,True,11228.800000000001,584.8333333333334,0.64,Orta
2335,Anadolu Holding,Gold,Lojistik,Küçük Ölçekli,Istanbul,9786,18,543,9,18,1155317,187,14,9.71,8,Web Site,Havale/EFT,True,True,True,True,109603.20000000001,815.5,0.62,Düşük
2336,Net Teknoloji,Premium,Turizm,Küçük Ölçekli,Ankara,133580,17,7857,16,17,1087684,182,2,7.39,4,Web Site,Çek,False,True,False,False,213728.0,11131.666666666666,0.4,Orta
2337,Net Holding,Gold,İnşaat,Küçük Ölçekli,Izmir,14001,28,500,10,28,2344108,244,36,10.0,8,Mağaza,Havale/EFT,True,True,False,True,403228.8,1166.75,0.77,Düşük
2338,Net Ltd. Şti.,Silver,Perakende,Küçük Ölçekli,Ankara,14637,41,357,52,41,481440,27,1,8.56,7,Mağaza,Vadeli Ödeme,True,True,False,True,11709.6,1219.75,0.62,Orta
2339,Net Holding,Bronze,İnşaat,Orta Ölçekli,Istanbul,18225,42,433,16,42,3753331,31,12,7.32,5,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,False,True,174960.00000000003,1518.75,0.64,Orta
2340,Tech Ticaret,Gold,Finans,Orta Ölçekli,Ankara,464982,18,25832,116,18,4874941,377,1,9.76,6,Web Site,Çek,True,True,True,True,371985.60000000003,38748.5,0.57,Yüksek
2341,Tech Ticaret,Silver,Teknoloji,Küçük Ölçekli,Adana,70828,27,2623,28,27,8919988,75,9,10.0,1,Mağaza,Havale/EFT,True,False,False,True,509961.60000000003,5902.333333333333,0.55,Düşük
2342,Anadolu Sanayi,Gold,Teknoloji,Küçük Ölçekli,Istanbul,12437,38,327,1,38,2640062,109,2,9.18,10,Web Site,Çek,False,True,False,True,19899.2,1036.4166666666667,0.53,Düşük
2343,Türk Teknoloji,Gold,Hizmet,Orta Ölçekli,Istanbul,49789,30,1659,51,30,1211718,241,3,8.66,4,Web Site,Havale/EFT,True,True,True,True,119493.60000000002,4149.083333333333,0.59,Orta
2344,Grup Ticaret,Silver,Üretim,Orta Ölçekli,Ankara,314672,31,10150,36,31,960577,83,4,9.86,8,Telefon,Kurumsal Kredi Kartı,True,True,False,True,1006950.4,26222.666666666668,0.64,Orta
2345,Grup Ltd. Şti.,Silver,Teknoloji,Küçük Ölçekli,Eskişehir,66508,17,3912,9,17,5198796,21,12,6.25,7,Mağaza,Vadeli Ödeme,True,True,False,True,638476.8,5542.333333333333,0.51,Orta
2346,Star Ticaret,Bronze,Perakende,Orta Ölçekli,Bursa,1602,35,45,10,35,1868212,53,1,6.37,7,Mağaza,Kurumsal Kredi Kartı,False,False,False,True,1281.6000000000001,133.5,0.33,Orta
2347,Türk Teknoloji,Gold,Perakende,Büyük Ölçekli,Bursa,10045,29,346,21,29,244993,77,15,9.7,7,Mağaza,Havale/EFT,True,True,False,True,120540.0,837.0833333333334,0.67,Düşük
2348,Tech Sanayi,Bronze,Hizmet,Büyük Ölçekli,Ankara,3979,37,107,33,37,2010125,69,2,10.0,10,E-posta,Vadeli Ödeme,True,True,True,True,6366.400000000001,331.5833333333333,0.65,Orta
2349,Grup Ticaret,Premium,Teknoloji,Küçük Ölçekli,Antalya,478009,18,26556,69,18,8979243,522,6,7.19,7,Web Site,Kurumsal Kredi Kartı,True,True,True,True,2294443.2,39834.083333333336,0.51,Yüksek
2350,Mega Teknoloji,Gold,Eğitim,Orta Ölçekli,Istanbul,260982,43,6069,6,43,10939332,31,7,6.89,9,Telefon,Kurumsal Kredi Kartı,False,True,True,True,1461499.2000000002,21748.5,0.51,Orta
2351,Tech A.Ş.,Silver,Perakende,Küçük Ölçekli,Antalya,10350,33,313,6,33,1252079,148,9,7.38,9,Web Site,Kurumsal Kredi Kartı,True,True,False,True,74520.0,862.5,0.59,Orta
2352,Mega Teknoloji,Bronze,İnşaat,Küçük Ölçekli,Kayseri,6680,23,290,36,23,1462469,8,20,9.82,8,Telefon,Havale/EFT,True,True,False,False,106880.0,556.6666666666666,0.67,Orta
2353,Grup Holding,Gold,İnşaat,Küçük Ölçekli,Antalya,42396,20,2119,12,20,2245937,50,1,7.78,8,Telefon,Çek,True,True,True,False,33916.8,3533.0,0.52,Düşük
2354,Türk Sanayi,Gold,İnşaat,Orta Ölçekli,Mersin,44346,27,1642,8,27,1692928,15,8,7.52,9,Mağaza,Çek,True,True,False,True,283814.4,3695.5,0.57,Düşük
2355,Pro A.Ş.,Silver,Sağlık,Büyük Ölçekli,Adana,6240,39,160,35,39,10292633,88,3,7.3,2,E-posta,Kurumsal Kredi Kartı,True,True,False,True,14976.000000000002,520.0,0.59,Orta
2356,Mega Ticaret,Gold,Perakende,Küçük Ölçekli,Istanbul,27284,8,3410,2,8,2994650,38,7,8.94,8,E-posta,Çek,True,True,True,True,152790.40000000002,2273.6666666666665,0.53,Orta
2357,Global Ticaret,Bronze,Hizmet,Küçük Ölçekli,Mersin,1991,32,62,23,32,4137365,102,2,6.75,7,Mağaza,Vadeli Ödeme,True,False,False,True,3185.6000000000004,165.91666666666666,0.44,Orta
2358,Net Sanayi,Bronze,Perakende,Büyük Ölçekli,Istanbul,118816,15,7921,31,15,1191550,93,15,8.54,6,Web Site,Vadeli Ödeme,True,False,True,False,1425792.0,9901.333333333334,0.48,Orta
2359,Pro Teknoloji,Premium,Lojistik,Orta Ölçekli,Izmir,3927,16,245,15,16,2213851,77,7,4.96,8,E-posta,Havale/EFT,True,False,False,True,21991.2,327.25,0.34,Yüksek
2360,Anadolu Ticaret,Silver,Teknoloji,Küçük Ölçekli,Istanbul,1854,15,123,5,15,608738,191,3,7.73,6,E-posta,Vadeli Ödeme,True,False,True,True,4449.6,154.5,0.4,Düşük
2361,Türk Ticaret,Bronze,Üretim,Küçük Ölçekli,Istanbul,33840,20,1692,13,20,4276739,63,17,8.07,8,Mağaza,Kurumsal Kredi Kartı,True,False,False,True,460224.00000000006,2820.0,0.49,Düşük
2362,Pro Sanayi,Gold,Eğitim,Orta Ölçekli,Ankara,6201,28,221,17,28,3479165,145,8,10.0,10,E-posta,Havale/EFT,True,False,True,True,39686.4,516.75,0.55,Düşük
2363,Global A.Ş.,Silver,İnşaat,Büyük Ölçekli,Istanbul,12467,32,389,6,32,4179506,60,7,5.56,7,E-posta,Çek,True,True,True,True,69815.20000000001,1038.9166666666667,0.52,Yüksek
2364,Global A.Ş.,Premium,Eğitim,Orta Ölçekli,Izmir,60539,13,4656,21,13,12560121,320,9,9.71,9,Mağaza,Vadeli Ödeme,False,True,False,False,435880.8,5044.916666666667,0.48,Düşük
2365,Sistem Teknoloji,Silver,Sağlık,Orta Ölçekli,Antalya,72785,21,3465,13,21,1894041,22,6,8.71,6,Telefon,Vadeli Ödeme,True,True,False,True,349368.00000000006,6065.416666666667,0.57,Düşük
2366,Pro Holding,Gold,Hizmet,Orta Ölçekli,Istanbul,28457,22,1293,70,22,6769332,137,4,10.0,5,Web Site,Çek,True,True,True,True,91062.40000000001,2371.4166666666665,0.6,Yüksek
2367,Star A.Ş.,Bronze,Üretim,Orta Ölçekli,Istanbul,254133,13,19548,2,13,2779354,11,2,10.0,7,Mobil Uygulama,Vadeli Ödeme,False,False,True,True,406612.80000000005,21177.75,0.36,Düşük
2368,Mega A.Ş.,Gold,Perakende,Küçük Ölçekli,Izmir,39621,43,921,34,43,8129428,22,1,8.58,7,E-posta,Vadeli Ödeme,True,False,True,True,31696.800000000003,3301.75,0.53,Orta
2369,Pro Ticaret,Gold,İnşaat,Büyük Ölçekli,Ankara,236565,29,8157,39,29,1825251,80,3,7.21,7,Mağaza,Kurumsal Kredi Kartı,False,False,True,False,567756.0000000001,19713.75,0.34,Orta
2370,Anadolu Ltd. Şti.,Bronze,Hizmet,Küçük Ölçekli,Adana,26760,23,1163,29,23,1178284,65,4,10.0,4,Mobil Uygulama,Kurumsal Kredi Kartı,False,True,True,True,85632.0,2230.0,0.51,Düşük
2371,Mega A.Ş.,Premium,Perakende,Küçük Ölçekli,Bursa,1346616,9,149624,23,9,845925,326,15,9.78,10,Web Site,Vadeli Ödeme,True,True,True,True,16159392.0,112218.0,0.59,Orta
2372,Türk Ltd. Şti.,Gold,İnşaat,Küçük Ölçekli,Gaziantep,193945,25,7757,4,25,5663855,5,5,5.71,4,E-posta,Kurumsal Kredi Kartı,True,True,True,False,775780.0,16162.083333333334,0.49,Yüksek
2373,Global Ticaret,Gold,Hizmet,Küçük Ölçekli,Bursa,42318,27,1567,29,27,1825224,95,1,10.0,6,Mağaza,Kurumsal Kredi Kartı,False,True,False,True,33854.4,3526.5,0.51,Düşük
2374,Net A.Ş.,Gold,Finans,Küçük Ölçekli,Ankara,101827,29,3511,26,29,596509,43,1,7.15,7,Telefon,Çek,True,True,True,False,81461.6,8485.583333333334,0.53,Orta
2375,Global Holding,Bronze,Finans,Küçük Ölçekli,Bursa,11915,16,744,74,16,3625969,71,10,9.12,8,Mağaza,Kurumsal Kredi Kartı,True,True,True,True,95320.0,992.9166666666666,0.58,Yüksek
2376,Türk Ticaret,Bronze,Eğitim,Orta Ölçekli,Istanbul,11737,15,782,62,15,1749096,86,5,10.0,8,Mağaza,Çek,True,True,True,True,46948.0,978.0833333333334,0.58,Yüksek
2377,Pro Ltd. Şti.,Premium,Perakende,Orta Ölçekli,Ankara,7794,18,433,1,18,486685,82,5,7.77,3,Mağaza,Vadeli Ödeme,False,False,False,True,31176.0,649.5,0.33,Düşük
2378,Star Ltd. Şti.,Silver,Perakende,Küçük Ölçekli,Konya,7863,17,462,126,17,428597,325,3,8.38,2,Mağaza,Çek,True,False,False,True,18871.200000000004,655.25,0.43,Yüksek
2379,Mega Holding,Silver,Finans,Küçük Ölçekli,Ankara,581739,27,21545,26,27,5497460,437,7,9.53,7,E-posta,Vadeli Ödeme,True,True,True,True,3257738.4000000004,48478.25,0.62,Düşük
2380,Sistem Ticaret,Bronze,İnşaat,Orta Ölçekli,Konya,2895,24,120,75,24,3454148,75,9,6.95,0,Mağaza,Havale/EFT,True,True,True,True,20844.0,241.25,0.54,Yüksek
2381,Türk Ticaret,Gold,Hizmet,Küçük Ölçekli,Gaziantep,14832,38,390,5,38,2218802,56,12,10.0,7,Mağaza,Çek,False,False,True,False,142387.2,1236.0,0.5,Düşük
2382,Grup Sanayi,Silver,Hizmet,Büyük Ölçekli,Gaziantep,22965,30,765,36,30,3565350,133,3,9.14,5,Telefon,Çek,True,True,False,True,55116.00000000001,1913.75,0.61,Orta
2383,Global Ticaret,Silver,Perakende,Küçük Ölçekli,Kayseri,24141,36,670,19,36,14067744,78,1,10.0,5,Web Site,Kurumsal Kredi Kartı,True,True,True,True,19312.8,2011.75,0.65,Düşük
2384,Tech Ltd. Şti.,Silver,Turizm,Orta Ölçekli,Ankara,47000,21,2238,5,21,15508423,138,11,10.0,5,Mobil Uygulama,Vadeli Ödeme,True,True,False,True,413600.00000000006,3916.6666666666665,0.63,Düşük
2385,Türk Teknoloji,Silver,Perakende,Küçük Ölçekli,Ankara,13077,25,523,1,25,1797701,53,6,10.0,8,E-posta,Kurumsal Kredi Kartı,True,True,True,True,62769.600000000006,1089.75,0.62,Düşük
2386,Net Ticaret,Gold,Perakende,Orta Ölçekli,Antalya,77331,34,2274,8,34,10878680,67,7,7.56,7,E-posta,Vadeli Ödeme,True,True,True,True,433053.60000000003,6444.25,0.59,Düşük
2387,Türk Ticaret,Bronze,Üretim,Küçük Ölçekli,Ankara,97776,25,3911,1,25,3850502,13,15,9.23,5,Mobil Uygulama,Havale/EFT,True,False,True,True,1173312.0,8148.0,0.54,Düşük
2388,Grup Ticaret,Silver,Perakende,Orta Ölçekli,Antalya,176710,40,4417,28,40,1673394,111,2,9.48,2,Web Site,Kurumsal Kredi Kartı,False,True,True,True,282736.0,14725.833333333334,0.55,Düşük
2389,Türk Holding,Bronze,Turizm,Küçük Ölçekli,Bursa,11796,20,589,11,20,837310,176,9,9.34,7,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,False,True,84931.2,983.0,0.6,Düşük
2390,Star Holding,Gold,Perakende,Büyük Ölçekli,Bursa,99190,31,3199,93,31,3182467,24,3,6.31,7,Web Site,Havale/EFT,True,True,True,True,238056.00000000003,8265.833333333334,0.52,Yüksek
2391,Grup Sanayi,Silver,Perakende,Küçük Ölçekli,Ankara,4736,41,115,31,41,5127094,307,14,8.75,7,Mağaza,Kurumsal Kredi Kartı,True,True,True,False,53043.200000000004,394.6666666666667,0.69,Orta
2392,Mega Ticaret,Bronze,Hizmet,Orta Ölçekli,Istanbul,5968,26,229,44,26,607367,408,2,7.67,3,E-posta,Vadeli Ödeme,True,True,True,True,9548.800000000001,497.3333333333333,0.54,Orta
2393,Global A.Ş.,Silver,Hizmet,Küçük Ölçekli,Ankara,4544,28,162,18,28,3794021,90,5,8.3,6,Mağaza,Kurumsal Kredi Kartı,True,False,True,False,18176.0,378.6666666666667,0.48,Düşük
2394,Sistem Ticaret,Bronze,Perakende,Küçük Ölçekli,Istanbul,16452,23,715,10,23,829883,13,6,9.82,6,Telefon,Kurumsal Kredi Kartı,True,False,True,True,78969.6,1371.0,0.51,Düşük
2395,Anadolu Holding,Bronze,Hizmet,Küçük Ölçekli,Mersin,4856,22,220,44,22,2900264,163,1,7.96,6,Web Site,Havale/EFT,True,True,True,True,3884.8,404.6666666666667,0.53,Orta
2396,Mega Ticaret,Gold,Hizmet,Büyük Ölçekli,Ankara,4051,37,109,19,37,5480015,67,6,10.0,9,E-posta,Kurumsal Kredi Kartı,False,True,True,True,19444.800000000003,337.5833333333333,0.57,Düşük
2397,Tech Sanayi,Silver,İnşaat,Küçük Ölçekli,Istanbul,14813,24,617,232,24,4359941,205,6,9.81,6,Mobil Uygulama,Vadeli Ödeme,True,True,True,True,71102.40000000001,1234.4166666666667,0.62,Yüksek
2398,Pro Sanayi,Gold,Perakende,Orta Ölçekli,Istanbul,2965,25,118,27,25,1929483,171,9,9.11,8,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,True,True,21348.0,247.08333333333334,0.61,Düşük
2399,Anadolu Ticaret,Silver,Lojistik,Büyük Ölçekli,Antalya,193515,18,10750,56,18,4091547,93,2,9.04,9,E-posta,Kurumsal Kredi Kartı,True,False,False,True,309624.0,16126.25,0.45,Orta
2400,Tech A.Ş.,Gold,Üretim,Orta Ölçekli,Antalya,17180,34,505,11,34,400446,8,7,8.75,0,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,False,True,96208.00000000001,1431.6666666666667,0.63,Düşük
2401,Pro Ticaret,Silver,Perakende,Orta Ölçekli,Ankara,115878,36,3218,17,36,7527518,94,9,10.0,8,Mobil Uygulama,Kurumsal Kredi Kartı,True,False,False,True,834321.6,9656.5,0.58,Düşük
2402,Tech Ticaret,Silver,Perakende,Küçük Ölçekli,Istanbul,12634,25,505,9,25,8527740,148,9,6.05,8,Telefon,Havale/EFT,True,True,True,True,90964.8,1052.8333333333333,0.52,Orta
2403,Sistem A.Ş.,Silver,Hizmet,Orta Ölçekli,Ankara,4402,16,275,45,16,1602825,111,2,9.81,10,Web Site,Havale/EFT,True,True,False,True,7043.200000000001,366.8333333333333,0.57,Orta
2404,Tech A.Ş.,Gold,Perakende,Büyük Ölçekli,Ankara,231207,31,7458,43,31,9891105,111,16,7.14,7,Mağaza,Vadeli Ödeme,True,True,True,True,2959449.6,19267.25,0.61,Orta
2405,Global Holding,Bronze,Teknoloji,Küçük Ölçekli,Bursa,20128,23,875,27,23,2781621,150,7,8.19,10,Mağaza,Vadeli Ödeme,True,False,True,True,112716.80000000002,1677.3333333333333,0.47,Düşük
2406,Global Ticaret,Premium,Perakende,Küçük Ölçekli,Antalya,933461,39,23934,40,39,8655342,80,6,8.71,7,Telefon,Vadeli Ödeme,True,True,True,True,4480612.800000001,77788.41666666667,0.64,Orta
2407,Anadolu A.Ş.,Premium,Üretim,Küçük Ölçekli,Ankara,27350,28,976,14,28,309127,149,9,7.42,2,E-posta,Vadeli Ödeme,True,False,True,True,196920.0,2279.1666666666665,0.47,Orta
2408,Pro Ltd. Şti.,Gold,Üretim,Küçük Ölçekli,Istanbul,20340,38,535,64,38,1186104,30,8,9.2,8,Mağaza,Çek,True,False,False,True,130176.0,1695.0,0.56,Yüksek
2409,Tech Sanayi,Bronze,Perakende,Küçük Ölçekli,Samsun,79542,25,3181,77,25,577127,57,2,10.0,1,Web Site,Çek,True,True,False,False,127267.20000000001,6628.5,0.61,Yüksek
2410,Global Holding,Bronze,Hizmet,Küçük Ölçekli,Izmir,80377,26,3091,33,26,953324,112,5,9.43,10,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,False,True,321508.0,6698.083333333333,0.61,Orta
2411,Sistem Teknoloji,Silver,Eğitim,Küçük Ölçekli,Bursa,33271,17,1957,15,17,7901262,22,9,8.18,0,Telefon,Vadeli Ödeme,True,True,True,True,239551.2,2772.5833333333335,0.55,Düşük
2412,Global Holding,Bronze,Perakende,Küçük Ölçekli,Istanbul,2622815,19,138042,56,19,2188007,150,6,6.55,8,Mobil Uygulama,Çek,True,True,True,True,12589512.000000002,218567.91666666666,0.5,Orta
2413,Tech Holding,Gold,İnşaat,Orta Ölçekli,Izmir,26028,43,605,119,43,1929393,93,5,6.89,4,Web Site,Kurumsal Kredi Kartı,True,True,True,True,104112.0,2169.0,0.6,Yüksek
2414,Star Sanayi,Bronze,Üretim,Küçük Ölçekli,Istanbul,2624,31,84,26,31,1122601,136,2,5.94,7,E-posta,Çek,False,True,False,True,4198.400000000001,218.66666666666666,0.41,Yüksek
2415,Global Sanayi,Premium,Turizm,Küçük Ölçekli,Izmir,12239,7,1748,33,7,5001791,202,8,8.25,4,Mağaza,Kurumsal Kredi Kartı,True,True,True,True,78329.6,1019.9166666666666,0.51,Orta
2416,Sistem A.Ş.,Premium,Perakende,Büyük Ölçekli,Trabzon,36467,14,2604,58,14,1558974,348,1,8.92,7,Web Site,Havale/EFT,False,False,False,True,29173.600000000002,3038.9166666666665,0.33,Orta
2417,Star Holding,Premium,Lojistik,Küçük Ölçekli,Ankara,537375,23,23364,34,23,1751726,39,6,7.98,7,E-posta,Kurumsal Kredi Kartı,True,True,True,True,2579400.0000000005,44781.25,0.56,Orta
2418,Pro Teknoloji,Silver,Üretim,Küçük Ölçekli,Istanbul,19986,15,1332,7,15,1239306,163,8,7.7,2,Web Site,Vadeli Ödeme,True,True,True,True,127910.40000000001,1665.5,0.52,Düşük
2419,Global Holding,Bronze,Üretim,Küçük Ölçekli,Istanbul,184597,34,5429,17,34,16323940,49,14,8.96,4,Web Site,Vadeli Ödeme,True,True,True,True,2067486.4000000001,15383.083333333334,0.66,Düşük
2420,Sistem Sanayi,Gold,Hizmet,Orta Ölçekli,Ankara,76071,30,2535,29,30,2920320,71,7,9.2,8,Web Site,Havale/EFT,True,True,True,True,425997.60000000003,6339.25,0.62,Düşük
2421,Sistem Ticaret,Bronze,Perakende,Küçük Ölçekli,Istanbul,89492,28,3196,19,28,3099166,99,4,8.92,8,Telefon,Havale/EFT,True,True,True,True,286374.4,7457.666666666667,0.6,Düşük
2422,Net A.Ş.,Silver,Turizm,Orta Ölçekli,Istanbul,47243,13,3634,35,13,4423589,32,2,8.31,6,Telefon,Vadeli Ödeme,True,True,True,True,75588.8,3936.9166666666665,0.51,Orta
2423,Tech Holding,Gold,Üretim,Orta Ölçekli,Adana,70028,38,1842,10,38,626507,28,3,7.58,5,Web Site,Kurumsal Kredi Kartı,True,True,False,True,168067.2,5835.666666666667,0.59,Düşük
2424,Grup A.Ş.,Silver,Perakende,Küçük Ölçekli,Izmir,81747,25,3269,6,25,1185566,94,1,10.0,8,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,True,True,65397.600000000006,6812.25,0.6,Düşük
2425,Grup Ltd. Şti.,Silver,Perakende,Küçük Ölçekli,Istanbul,11296,18,627,1,18,2935296,125,3,7.94,7,Mobil Uygulama,Çek,True,True,True,True,27110.400000000005,941.3333333333334,0.52,Düşük
2426,Grup A.Ş.,Bronze,Perakende,Küçük Ölçekli,Mersin,7656,20,382,2,20,12895896,315,1,10.0,6,Mağaza,Havale/EFT,True,True,False,True,6124.8,638.0,0.58,Düşük
2427,Net Ltd. Şti.,Silver,Üretim,Küçük Ölçekli,Istanbul,44651,16,2790,14,16,5723810,88,1,7.98,10,E-posta,Kurumsal Kredi Kartı,True,False,True,True,35720.8,3720.9166666666665,0.41,Düşük
2428,Star Teknoloji,Silver,Üretim,Küçük Ölçekli,Eskişehir,486012,20,24300,1,20,1597486,94,2,8.54,6,E-posta,Kurumsal Kredi Kartı,True,False,True,True,777619.2000000001,40501.0,0.44,Düşük
2429,Anadolu Holding,Gold,Hizmet,Küçük Ölçekli,Ankara,3931,22,178,10,22,1381704,58,7,8.95,8,Mobil Uygulama,Havale/EFT,True,True,False,True,22013.600000000002,327.5833333333333,0.59,Düşük
2430,Grup Ltd. Şti.,Silver,Teknoloji,Orta Ölçekli,Mersin,1259,15,83,22,15,14190708,158,2,7.88,9,Mobil Uygulama,Havale/EFT,True,False,True,True,2014.4,104.91666666666667,0.4,Düşük
2431,Sistem Sanayi,Bronze,Hizmet,Küçük Ölçekli,Antalya,11863,23,515,41,23,1030171,138,6,6.92,10,Mağaza,Kurumsal Kredi Kartı,True,False,True,True,56942.40000000001,988.5833333333334,0.42,Orta
2432,Türk Teknoloji,Premium,Hizmet,Küçük Ölçekli,Gaziantep,258476,17,15204,27,17,762375,26,8,4.67,9,Telefon,Kurumsal Kredi Kartı,False,True,True,True,1654246.4000000001,21539.666666666668,0.34,Yüksek
2433,Türk A.Ş.,Bronze,Perakende,Küçük Ölçekli,Samsun,19032,41,464,23,41,3081023,53,16,7.87,7,Web Site,Çek,True,True,True,True,243609.6,1586.0,0.67,Düşük
2434,Sistem Ltd. Şti.,Silver,Teknoloji,Orta Ölçekli,Istanbul,4574,50,91,9,50,2942963,19,1,8.6,5,Mağaza,Kurumsal Kredi Kartı,True,True,True,True,3659.2000000000003,381.1666666666667,0.66,Düşük
2435,Anadolu A.Ş.,Gold,Perakende,Orta Ölçekli,Trabzon,44641,19,2349,1,19,1076032,16,1,9.49,10,Mobil Uygulama,Havale/EFT,True,True,True,False,35712.8,3720.0833333333335,0.56,Düşük
2436,Tech Ltd. Şti.,Bronze,İnşaat,Orta Ölçekli,Ankara,1309,49,26,5,49,2707922,273,3,10.0,10,Mağaza,Vadeli Ödeme,True,True,True,False,3141.6000000000004,109.08333333333333,0.71,Düşük
2437,Star A.Ş.,Silver,Sağlık,Küçük Ölçekli,Ankara,67893,37,1834,121,37,3777008,114,1,9.33,0,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,False,True,54314.4,5657.75,0.63,Yüksek
2438,Mega A.Ş.,Gold,Lojistik,Küçük Ölçekli,Ankara,24937,29,859,79,29,4087086,230,2,8.75,10,Mobil Uygulama,Vadeli Ödeme,False,True,True,True,39899.200000000004,2078.0833333333335,0.49,Yüksek
2439,Sistem Ticaret,Gold,Teknoloji,Küçük Ölçekli,Izmir,35057,22,1593,12,22,2140994,90,17,8.25,9,Mağaza,Çek,True,True,False,False,476775.20000000007,2921.4166666666665,0.61,Düşük
2440,Pro Teknoloji,Gold,Finans,Orta Ölçekli,Istanbul,75249,22,3420,12,22,1657296,34,32,9.04,7,E-posta,Havale/EFT,True,True,False,True,1926374.4000000001,6270.75,0.7,Düşük
2441,Star A.Ş.,Bronze,Üretim,Orta Ölçekli,Izmir,23989,15,1599,67,15,2167055,35,22,9.64,8,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,True,True,422206.4,1999.0833333333333,0.64,Yüksek
2442,Star A.Ş.,Silver,Hizmet,Büyük Ölçekli,Izmir,11736,22,533,3,22,990043,32,13,10.0,10,Telefon,Vadeli Ödeme,True,False,True,True,122054.40000000001,978.0,0.54,Düşük
2443,Grup Sanayi,Bronze,Perakende,Orta Ölçekli,Adana,83056,16,5191,6,16,1723495,42,20,8.8,6,Telefon,Çek,True,False,False,True,1328896.0,6921.333333333333,0.51,Düşük
2444,Global Holding,Gold,Sağlık,Küçük Ölçekli,Gaziantep,131030,22,5955,4,22,3375146,27,2,7.6,7,E-posta,Çek,True,True,True,True,209648.0,10919.166666666666,0.52,Düşük
2445,Global Holding,Premium,İnşaat,Küçük Ölçekli,Ankara,3846,23,167,62,23,4067099,20,1,8.0,4,Web Site,Kurumsal Kredi Kartı,True,False,True,True,3076.8,320.5,0.44,Yüksek
2446,Grup Teknoloji,Premium,Perakende,Orta Ölçekli,Ankara,38984,23,1694,1,23,1862887,234,3,7.08,6,Mağaza,Kurumsal Kredi Kartı,True,True,False,False,93561.60000000002,3248.6666666666665,0.52,Orta
2447,Global Ltd. Şti.,Silver,Perakende,Orta Ölçekli,Istanbul,5228,23,227,1,23,3952730,90,5,10.0,9,Mobil Uygulama,Çek,False,True,True,True,20912.0,435.6666666666667,0.51,Düşük
2448,Pro Ticaret,Bronze,Sağlık,Orta Ölçekli,Istanbul,2630,16,164,51,16,3800755,29,4,6.55,5,Web Site,Havale/EFT,True,True,False,True,8416.0,219.16666666666666,0.48,Orta
2449,Mega Teknoloji,Silver,Lojistik,Orta Ölçekli,Istanbul,58984,32,1843,31,32,23017894,89,24,8.04,10,Mağaza,Çek,True,True,True,True,1132492.8000000003,4915.333333333333,0.67,Orta
2450,Mega Teknoloji,Gold,Sağlık,Küçük Ölçekli,Ankara,21139,33,640,25,33,9562803,33,2,8.33,7,Mobil Uygulama,Havale/EFT,True,False,True,True,33822.4,1761.5833333333333,0.49,Düşük
2451,Tech A.Ş.,Bronze,Teknoloji,Küçük Ölçekli,Istanbul,14224,20,711,77,20,112515,119,2,8.8,8,Mağaza,Kurumsal Kredi Kartı,True,False,False,True,22758.4,1185.3333333333333,0.45,Yüksek
2452,Türk A.Ş.,Bronze,Hizmet,Küçük Ölçekli,Trabzon,6453,21,307,20,21,1472860,221,9,8.24,6,Web Site,Kurumsal Kredi Kartı,True,True,False,True,46461.6,537.75,0.57,Düşük
2453,Tech Ticaret,Premium,Teknoloji,Küçük Ölçekli,Izmir,95947,48,1998,19,48,3709644,22,3,7.85,5,Mobil Uygulama,Havale/EFT,True,False,False,True,230272.80000000005,7995.583333333333,0.54,Düşük
2454,Global Ticaret,Bronze,Finans,Orta Ölçekli,Ankara,48745,47,1037,17,47,1963572,85,4,7.84,7,Mağaza,Çek,True,True,False,False,155984.0,4062.0833333333335,0.64,Düşük
2455,Anadolu Holding,Gold,Eğitim,Orta Ölçekli,Antalya,1028044,37,27784,32,37,40054946,51,6,9.32,6,Telefon,Çek,False,True,False,True,4934611.200000001,85670.33333333333,0.55,Orta
2456,Türk Holding,Premium,Üretim,Büyük Ölçekli,Istanbul,41974,55,763,12,55,6837782,179,10,8.78,7,Mağaza,Çek,True,True,True,True,335792.0,3497.8333333333335,0.72,Düşük
2457,Türk Teknoloji,Gold,Teknoloji,Küçük Ölçekli,Ankara,4514,16,282,34,16,367199,9,46,8.53,4,E-posta,Havale/EFT,True,False,True,True,166115.2,376.1666666666667,0.62,Orta
